	i	j	t
97582	225	296	5054
97583	225	296	5449
97584	225	296	5453
97585	225	296	5970
97586	225	296	6069
97587	225	296	6113
97588	225	296	6220
97589	225	296	6274
97590	225	296	6500
97591	225	296	6533
97592	225	296	6662
97593	225	296	7033
97594	251	280	59
97595	251	280	417
97596	251	280	711
97597	251	280	758
97598	251	280	861
97599	251	280	1000
97600	251	280	1187
97601	251	280	1230
97602	251	280	1254
97603	251	280	1264
97604	251	280	1275
97605	251	280	1326
97606	251	280	1342
97607	251	280	1544
97608	251	280	1852
97609	251	280	1932
97610	251	280	2094
97611	251	280	2250
97612	251	280	2282
97613	251	280	2313
97614	251	280	2744
97615	251	280	2882
97616	251	280	2886
97617	251	280	2887
97618	251	280	2894
97619	251	280	3185
97620	251	280	3242
97621	251	280	3428
97622	251	280	3505
97623	251	280	3782
97624	251	280	4223
97625	251	280	4409
97626	251	280	4501
97627	251	280	4681
97628	251	280	5055
97629	251	280	5524
97630	251	280	5655
97631	251	280	5923
97632	251	280	6287
97633	251	280	6543
97634	251	280	6651
97635	251	280	6708
97636	251	280	7043
97637	251	280	7080
97638	296	299	63
97639	296	299	124
97640	296	299	274
97641	296	299	279
97642	296	299	317
97643	296	299	445
97644	296	299	646
97645	296	299	1267
97646	296	299	1322
97647	296	299	1404
97648	296	299	1431
97649	296	299	2262
97650	296	299	2393
97651	296	299	2546
97652	296	299	2628
97653	296	299	2636
97654	296	299	2694
97655	296	299	2898
97656	296	299	3156
97657	296	299	3406
97658	296	299	3504
97659	296	299	3996
97660	296	299	4850
97661	296	299	4970
97662	296	299	5006
97663	296	299	5056
97664	296	299	5226
97665	296	299	5465
97666	296	299	5522
97667	296	299	5897
97668	296	299	6017
97669	296	299	6159
97670	296	299	6247
97671	296	299	6472
97672	296	299	7050
97673	296	299	7061
97674	30	289	191
97675	30	289	359
97676	30	289	397
97677	30	289	611
97678	30	289	622
97679	30	289	1748
97680	30	289	1771
97681	30	289	1808
97682	30	289	1919
97683	30	289	1982
97684	30	289	2719
97685	30	289	3447
97686	30	289	3753
97687	30	289	3909
97688	30	289	4229
97689	30	289	4542
97690	30	289	5037
97691	30	289	5601
97692	30	289	5821
97693	30	289	6121
97694	30	289	6284
97695	30	289	6819
97696	30	289	6820
97697	30	289	6940
97698	30	289	7291
97699	95	176	46
97700	95	176	592
97701	95	176	878
97702	95	176	1000
97703	95	176	1126
97704	95	176	1291
97705	95	176	1354
97706	95	176	1457
97707	95	176	1475
97708	95	176	1530
97709	95	176	1980
97710	95	176	1993
97711	95	176	2053
97712	95	176	2073
97713	95	176	3186
97714	95	176	3215
97715	95	176	4204
97716	95	176	4259
97717	95	176	4335
97718	95	176	4382
97719	95	176	4506
97720	95	176	4647
97721	95	176	5244
97722	95	176	5879
97723	95	176	6122
97724	95	176	6132
97725	95	176	6347
97726	95	176	6515
97727	51	100	162
97728	51	100	414
97729	51	100	537
97730	51	100	551
97731	51	100	625
97732	51	100	1135
97733	51	100	1138
97734	51	100	1169
97735	51	100	1211
97736	51	100	1291
97737	51	100	1529
97738	51	100	1692
97739	51	100	1834
97740	51	100	1875
97741	51	100	2082
97742	51	100	2246
97743	51	100	2254
97744	51	100	2369
97745	51	100	2390
97746	51	100	2399
97747	51	100	2512
97748	51	100	2742
97749	51	100	2890
97750	51	100	2955
97751	51	100	2994
97752	51	100	2998
97753	51	100	3003
97754	51	100	3125
97755	51	100	3525
97756	51	100	4419
97757	51	100	4720
97758	51	100	5662
97759	51	100	5954
97760	51	100	6510
97761	183	305	21
97762	183	305	56
97763	183	305	172
97764	183	305	212
97765	183	305	495
97766	183	305	941
97767	183	305	1064
97768	183	305	1164
97769	183	305	1190
97770	183	305	1311
97771	183	305	1494
97772	183	305	1587
97773	183	305	1611
97774	183	305	1613
97775	183	305	1657
97776	183	305	1840
97777	183	305	2640
97778	183	305	2810
97779	183	305	2812
97780	183	305	2913
97781	183	305	3091
97782	183	305	3243
97783	183	305	3625
97784	183	305	3864
97785	183	305	3939
97786	183	305	5275
97787	183	305	5294
97788	183	305	5309
97789	183	305	5750
97790	183	305	6063
97791	183	305	6142
97792	183	305	6539
97793	183	305	6646
97794	183	305	6740
97795	67	78	26
97796	67	78	59
97797	67	78	213
97798	67	78	401
97799	67	78	595
97800	67	78	922
97801	67	78	1034
97802	67	78	1277
97803	67	78	1308
97804	67	78	1340
97805	67	78	1437
97806	67	78	1516
97807	67	78	1784
97808	67	78	1831
97809	67	78	1984
97810	67	78	2470
97811	67	78	2577
97812	67	78	3016
97813	67	78	3143
97814	67	78	3212
97815	67	78	3303
97816	67	78	3461
97817	67	78	3480
97818	67	78	3864
97819	67	78	4254
97820	67	78	4331
97821	67	78	4620
97822	67	78	4714
97823	67	78	5060
97824	67	78	5080
97825	67	78	5154
97826	67	78	5852
97827	67	78	6119
97828	67	78	6310
97829	67	78	6421
97830	67	78	6835
97831	67	78	6960
97832	170	264	222
97833	170	264	242
97834	170	264	318
97835	170	264	389
97836	170	264	411
97837	170	264	449
97838	170	264	778
97839	170	264	800
97840	170	264	912
97841	170	264	1357
97842	170	264	1517
97843	170	264	1834
97844	170	264	2568
97845	170	264	2676
97846	170	264	2703
97847	170	264	2813
97848	170	264	2858
97849	170	264	2865
97850	170	264	2914
97851	170	264	3542
97852	170	264	4012
97853	170	264	4034
97854	170	264	5049
97855	170	264	6016
97856	170	264	6448
97857	42	252	48
97858	42	252	252
97859	42	252	372
97860	42	252	409
97861	42	252	510
97862	42	252	1067
97863	42	252	1103
97864	42	252	1271
97865	42	252	1309
97866	42	252	1634
97867	42	252	2050
97868	42	252	2293
97869	42	252	2387
97870	42	252	2576
97871	42	252	2837
97872	42	252	2894
97873	42	252	2926
97874	42	252	3645
97875	42	252	3772
97876	42	252	4198
97877	42	252	4281
97878	42	252	4482
97879	42	252	4597
97880	42	252	4766
97881	42	252	4787
97882	42	252	4806
97883	42	252	4864
97884	42	252	4959
97885	42	252	5071
97886	42	252	5904
97887	42	252	6239
97888	42	252	6382
97889	42	252	6615
97890	42	252	6676
97891	51	106	219
97892	51	106	306
97893	51	106	570
97894	51	106	671
97895	51	106	955
97896	51	106	996
97897	51	106	1312
97898	51	106	1436
97899	51	106	1652
97900	51	106	1654
97901	51	106	2389
97902	51	106	2700
97903	51	106	2715
97904	51	106	2745
97905	51	106	3454
97906	51	106	3464
97907	51	106	3610
97908	51	106	3896
97909	51	106	4016
97910	51	106	4324
97911	51	106	4466
97912	51	106	4577
97913	51	106	5623
97914	51	106	5998
97915	51	106	6095
97916	51	106	6105
97917	51	106	6155
97918	51	106	6249
97919	51	106	6516
97920	51	106	6669
97921	51	106	6677
97922	51	106	6678
97923	51	106	6740
97924	4	122	4
97925	4	122	33
97926	4	122	48
97927	4	122	80
97928	4	122	555
97929	4	122	667
97930	4	122	759
97931	4	122	812
97932	4	122	886
97933	4	122	909
97934	4	122	976
97935	4	122	1081
97936	4	122	1101
97937	4	122	1259
97938	4	122	1309
97939	4	122	1644
97940	4	122	1655
97941	4	122	1914
97942	4	122	2312
97943	4	122	2528
97944	4	122	2743
97945	4	122	2823
97946	4	122	2910
97947	4	122	3096
97948	4	122	3279
97949	4	122	3302
97950	4	122	3353
97951	4	122	3487
97952	4	122	4216
97953	4	122	4539
97954	4	122	4694
97955	4	122	4797
97956	4	122	5045
97957	4	122	5191
97958	4	122	5483
97959	4	122	5939
97960	4	122	5939
97961	4	122	6055
97962	4	122	6161
97963	4	122	6348
97964	4	122	6480
97965	4	122	6674
97966	4	122	6749
97967	4	122	6807
97968	4	122	7359
97969	4	289	45
97970	4	289	139
97971	4	289	155
97972	4	289	408
97973	4	289	560
97974	4	289	833
97975	4	289	999
97976	4	289	1291
97977	4	289	2389
97978	4	289	2496
97979	4	289	2710
97980	4	289	2909
97981	4	289	2916
97982	4	289	3090
97983	4	289	3161
97984	4	289	3533
97985	4	289	3616
97986	4	289	3734
97987	4	289	4017
97988	4	289	4215
97989	4	289	4389
97990	4	289	4454
97991	4	289	4494
97992	4	289	4536
97993	4	289	4810
97994	4	289	4858
97995	4	289	5083
97996	4	289	5086
97997	4	289	5142
97998	4	289	5214
97999	4	289	6059
98000	4	289	6803
98001	106	275	1
98002	106	275	158
98003	106	275	576
98004	106	275	763
98005	106	275	796
98006	106	275	999
98007	106	275	1118
98008	106	275	1151
98009	106	275	1256
98010	106	275	1258
98011	106	275	1464
98012	106	275	1494
98013	106	275	2010
98014	106	275	2366
98015	106	275	2387
98016	106	275	2401
98017	106	275	2521
98018	106	275	2994
98019	106	275	3226
98020	106	275	4628
98021	106	275	5256
98022	106	275	5423
98023	106	275	5458
98024	106	275	5841
98025	106	275	6110
98026	106	275	6632
98027	106	275	6636
98028	106	275	6729
98029	106	275	7210
98030	67	252	218
98031	67	252	391
98032	67	252	841
98033	67	252	985
98034	67	252	1124
98035	67	252	1277
98036	67	252	1287
98037	67	252	1546
98038	67	252	1624
98039	67	252	1718
98040	67	252	1780
98041	67	252	1870
98042	67	252	2043
98043	67	252	2228
98044	67	252	2244
98045	67	252	2384
98046	67	252	2494
98047	67	252	2524
98048	67	252	2525
98049	67	252	2628
98050	67	252	2798
98051	67	252	2894
98052	67	252	2925
98053	67	252	3090
98054	67	252	3202
98055	67	252	3453
98056	67	252	4015
98057	67	252	4163
98058	67	252	4208
98059	67	252	4346
98060	67	252	4531
98061	67	252	4570
98062	67	252	4573
98063	67	252	5444
98064	67	252	5686
98065	67	252	5860
98066	67	252	6839
98067	67	252	6858
98068	67	252	7187
98069	67	252	7233
98070	155	288	70
98071	155	288	114
98072	155	288	181
98073	155	288	234
98074	155	288	401
98075	155	288	1000
98076	155	288	1337
98077	155	288	1482
98078	155	288	1564
98079	155	288	1689
98080	155	288	1835
98081	155	288	1932
98082	155	288	2169
98083	155	288	3252
98084	155	288	3282
98085	155	288	3442
98086	155	288	3479
98087	155	288	3511
98088	155	288	3518
98089	155	288	3658
98090	155	288	4339
98091	155	288	4383
98092	155	288	4528
98093	155	288	4849
98094	155	288	5038
98095	155	288	5059
98096	155	288	5150
98097	155	288	5611
98098	155	288	5761
98099	155	288	5948
98100	155	288	5978
98101	155	288	6015
98102	155	288	6100
98103	155	288	6131
98104	155	288	6540
98105	155	288	6691
98106	4	106	113
98107	4	106	123
98108	4	106	125
98109	4	106	255
98110	4	106	517
98111	4	106	540
98112	4	106	554
98113	4	106	586
98114	4	106	857
98115	4	106	905
98116	4	106	1028
98117	4	106	1293
98118	4	106	1490
98119	4	106	1581
98120	4	106	2570
98121	4	106	2707
98122	4	106	2726
98123	4	106	2927
98124	4	106	2942
98125	4	106	3024
98126	4	106	3039
98127	4	106	3066
98128	4	106	3245
98129	4	106	3472
98130	4	106	3610
98131	4	106	4159
98132	4	106	4500
98133	4	106	4529
98134	4	106	4788
98135	4	106	5148
98136	4	106	5439
98137	4	106	5472
98138	4	106	5726
98139	4	106	6016
98140	4	106	6250
98141	4	106	6414
98142	4	106	7103
98143	4	106	7367
98144	53	197	195
98145	53	197	198
98146	53	197	1107
98147	53	197	1276
98148	53	197	1571
98149	53	197	1786
98150	53	197	2015
98151	53	197	2099
98152	53	197	2399
98153	53	197	2634
98154	53	197	2648
98155	53	197	2720
98156	53	197	2880
98157	53	197	2921
98158	53	197	3033
98159	53	197	3118
98160	53	197	3176
98161	53	197	3428
98162	53	197	3454
98163	53	197	3470
98164	53	197	4226
98165	53	197	4316
98166	53	197	4520
98167	53	197	4601
98168	53	197	4803
98169	53	197	5038
98170	53	197	5190
98171	53	197	5314
98172	53	197	6685
98173	53	197	6702
98174	53	197	6730
98175	68	310	178
98176	68	310	216
98177	68	310	233
98178	68	310	776
98179	68	310	793
98180	68	310	1106
98181	68	310	1593
98182	68	310	1810
98183	68	310	1901
98184	68	310	2088
98185	68	310	2792
98186	68	310	3086
98187	68	310	3174
98188	68	310	3325
98189	68	310	3345
98190	68	310	4195
98191	68	310	4524
98192	68	310	4533
98193	68	310	4958
98194	68	310	5013
98195	68	310	5291
98196	68	310	5291
98197	68	310	5376
98198	68	310	5575
98199	68	310	5631
98200	68	310	5733
98201	68	310	5868
98202	68	310	5919
98203	68	310	6119
98204	68	310	6367
98205	68	310	6750
98206	68	310	7098
98207	154	286	167
98208	154	286	404
98209	154	286	667
98210	154	286	817
98211	154	286	1466
98212	154	286	1502
98213	154	286	2052
98214	154	286	2547
98215	154	286	2843
98216	154	286	2889
98217	154	286	2963
98218	154	286	3107
98219	154	286	3269
98220	154	286	3595
98221	154	286	4217
98222	154	286	4365
98223	154	286	4398
98224	154	286	4486
98225	154	286	4606
98226	154	286	5551
98227	154	286	6057
98228	154	286	6118
98229	154	286	6147
98230	154	286	6194
98231	154	286	6734
98232	154	286	6878
98233	159	167	176
98234	159	167	180
98235	159	167	362
98236	159	167	521
98237	159	167	587
98238	159	167	807
98239	159	167	835
98240	159	167	1300
98241	159	167	1342
98242	159	167	1385
98243	159	167	1500
98244	159	167	1591
98245	159	167	1600
98246	159	167	1641
98247	159	167	1808
98248	159	167	1967
98249	159	167	2021
98250	159	167	2515
98251	159	167	2565
98252	159	167	2640
98253	159	167	2902
98254	159	167	3159
98255	159	167	3377
98256	159	167	3466
98257	159	167	3558
98258	159	167	3757
98259	159	167	4394
98260	159	167	4720
98261	159	167	4843
98262	159	167	5089
98263	159	167	5277
98264	159	167	5507
98265	159	167	5617
98266	159	167	5620
98267	159	167	5623
98268	159	167	5630
98269	159	167	5816
98270	159	167	6019
98271	159	167	6184
98272	159	167	6298
98273	159	167	6303
98274	159	167	6369
98275	159	167	6407
98276	159	167	6717
98277	159	167	7103
98278	159	167	7140
98279	159	167	7214
98280	31	122	19
98281	31	122	219
98282	31	122	664
98283	31	122	958
98284	31	122	993
98285	31	122	1148
98286	31	122	1422
98287	31	122	1584
98288	31	122	1825
98289	31	122	1972
98290	31	122	2303
98291	31	122	2395
98292	31	122	2496
98293	31	122	2581
98294	31	122	2720
98295	31	122	3246
98296	31	122	3352
98297	31	122	3437
98298	31	122	3709
98299	31	122	3814
98300	31	122	3865
98301	31	122	4347
98302	31	122	4513
98303	31	122	5059
98304	31	122	5518
98305	31	122	5824
98306	31	122	5917
98307	31	122	5949
98308	31	122	6110
98309	31	122	6138
98310	31	122	7026
98311	51	126	332
98312	51	126	407
98313	51	126	514
98314	51	126	918
98315	51	126	974
98316	51	126	1030
98317	51	126	1048
98318	51	126	1279
98319	51	126	1323
98320	51	126	1532
98321	51	126	1546
98322	51	126	1825
98323	51	126	1844
98324	51	126	2012
98325	51	126	2019
98326	51	126	2199
98327	51	126	2750
98328	51	126	3402
98329	51	126	3435
98330	51	126	3443
98331	51	126	3704
98332	51	126	3736
98333	51	126	4260
98334	51	126	4528
98335	51	126	4660
98336	51	126	4794
98337	51	126	5078
98338	51	126	5600
98339	51	126	6024
98340	51	126	6685
98341	51	126	7031
98342	51	126	7183
98343	70	131	179
98344	70	131	302
98345	70	131	334
98346	70	131	609
98347	70	131	1138
98348	70	131	1471
98349	70	131	1603
98350	70	131	1642
98351	70	131	1967
98352	70	131	2206
98353	70	131	2255
98354	70	131	2583
98355	70	131	2703
98356	70	131	2887
98357	70	131	2897
98358	70	131	3005
98359	70	131	3485
98360	70	131	3496
98361	70	131	3686
98362	70	131	3948
98363	70	131	4058
98364	70	131	4360
98365	70	131	4362
98366	70	131	4401
98367	70	131	4481
98368	70	131	4564
98369	70	131	4820
98370	70	131	5123
98371	70	131	5217
98372	70	131	5514
98373	70	131	5516
98374	70	131	5612
98375	70	131	5708
98376	70	131	5800
98377	70	131	5886
98378	70	131	6088
98379	70	131	6108
98380	70	131	6159
98381	70	131	6327
98382	70	131	6356
98383	70	131	7028
98384	70	131	7224
98385	70	131	7233
98386	108	242	246
98387	108	242	297
98388	108	242	335
98389	108	242	648
98390	108	242	789
98391	108	242	918
98392	108	242	1366
98393	108	242	1435
98394	108	242	1456
98395	108	242	1635
98396	108	242	1635
98397	108	242	1769
98398	108	242	1975
98399	108	242	2627
98400	108	242	2742
98401	108	242	2783
98402	108	242	2912
98403	108	242	4034
98404	108	242	4231
98405	108	242	4687
98406	108	242	4870
98407	108	242	5494
98408	108	242	5639
98409	108	242	5940
98410	108	242	6370
98411	108	242	7308
98412	264	315	206
98413	264	315	345
98414	264	315	766
98415	264	315	1024
98416	264	315	1069
98417	264	315	1236
98418	264	315	1241
98419	264	315	1278
98420	264	315	1284
98421	264	315	1292
98422	264	315	1321
98423	264	315	1375
98424	264	315	1724
98425	264	315	1746
98426	264	315	2192
98427	264	315	2459
98428	264	315	2565
98429	264	315	2893
98430	264	315	2899
98431	264	315	2908
98432	264	315	3025
98433	264	315	3121
98434	264	315	3185
98435	264	315	3400
98436	264	315	3453
98437	264	315	3604
98438	264	315	4206
98439	264	315	4675
98440	264	315	4695
98441	264	315	4874
98442	264	315	5456
98443	264	315	5613
98444	264	315	5907
98445	264	315	6137
98446	264	315	6146
98447	264	315	6506
98448	264	315	6529
98449	264	315	7223
98450	225	318	43
98451	225	318	399
98452	225	318	628
98453	225	318	672
98454	225	318	709
98455	225	318	917
98456	225	318	1218
98457	225	318	1411
98458	225	318	1686
98459	225	318	2111
98460	225	318	2183
98461	225	318	2288
98462	225	318	2426
98463	225	318	2521
98464	225	318	2803
98465	225	318	2885
98466	225	318	3100
98467	225	318	3938
98468	225	318	4461
98469	225	318	4725
98470	225	318	5608
98471	225	318	6308
98472	225	318	6429
98473	225	318	6617
98474	225	318	6865
98475	26	182	507
98476	26	182	575
98477	26	182	673
98478	26	182	695
98479	26	182	841
98480	26	182	1001
98481	26	182	1259
98482	26	182	1306
98483	26	182	1377
98484	26	182	1907
98485	26	182	2792
98486	26	182	3617
98487	26	182	4240
98488	26	182	4463
98489	26	182	5182
98490	26	182	5240
98491	26	182	5771
98492	26	182	6129
98493	26	182	6509
98494	62	108	57
98495	62	108	123
98496	62	108	415
98497	62	108	424
98498	62	108	488
98499	62	108	757
98500	62	108	778
98501	62	108	797
98502	62	108	1074
98503	62	108	1101
98504	62	108	1259
98505	62	108	1339
98506	62	108	1761
98507	62	108	1803
98508	62	108	2338
98509	62	108	2387
98510	62	108	2522
98511	62	108	2941
98512	62	108	2967
98513	62	108	3210
98514	62	108	3359
98515	62	108	3454
98516	62	108	4211
98517	62	108	4543
98518	62	108	4700
98519	62	108	4736
98520	62	108	4888
98521	62	108	5153
98522	62	108	5423
98523	62	108	6338
98524	62	108	6477
98525	62	108	6527
98526	121	264	43
98527	121	264	51
98528	121	264	552
98529	121	264	759
98530	121	264	800
98531	121	264	1244
98532	121	264	1248
98533	121	264	1587
98534	121	264	1714
98535	121	264	2273
98536	121	264	3025
98537	121	264	3189
98538	121	264	3832
98539	121	264	4050
98540	121	264	4236
98541	121	264	4920
98542	121	264	5137
98543	121	264	5439
98544	121	264	6149
98545	121	264	6222
98546	121	264	6477
98547	121	264	6581
98548	121	264	6656
98549	121	264	6686
98550	121	264	7083
98551	5	318	17
98552	5	318	191
98553	5	318	550
98554	5	318	574
98555	5	318	586
98556	5	318	798
98557	5	318	922
98558	5	318	1254
98559	5	318	1412
98560	5	318	2057
98561	5	318	2106
98562	5	318	2389
98563	5	318	2611
98564	5	318	2800
98565	5	318	3237
98566	5	318	3381
98567	5	318	4148
98568	5	318	4228
98569	5	318	4251
98570	5	318	4450
98571	5	318	4690
98572	5	318	5322
98573	5	318	5850
98574	5	318	5860
98575	5	318	6132
98576	5	318	6529
98577	5	318	6676
98578	5	318	6737
98579	5	318	6837
98580	4	32	18
98581	4	32	180
98582	4	32	395
98583	4	32	773
98584	4	32	1064
98585	4	32	1462
98586	4	32	1467
98587	4	32	1969
98588	4	32	2057
98589	4	32	2284
98590	4	32	2395
98591	4	32	2398
98592	4	32	2689
98593	4	32	2847
98594	4	32	2925
98595	4	32	3045
98596	4	32	3115
98597	4	32	3410
98598	4	32	3444
98599	4	32	3630
98600	4	32	4021
98601	4	32	4358
98602	4	32	4439
98603	4	32	4577
98604	4	32	4976
98605	4	32	5293
98606	4	32	5340
98607	4	32	5463
98608	4	32	5575
98609	4	32	5853
98610	4	32	6038
98611	4	32	6113
98612	4	32	6131
98613	4	32	6883
98614	16	318	208
98615	16	318	517
98616	16	318	567
98617	16	318	776
98618	16	318	916
98619	16	318	1071
98620	16	318	1183
98621	16	318	1364
98622	16	318	1471
98623	16	318	1555
98624	16	318	1770
98625	16	318	1878
98626	16	318	2176
98627	16	318	2647
98628	16	318	2919
98629	16	318	3445
98630	16	318	3710
98631	16	318	4188
98632	16	318	4226
98633	16	318	4472
98634	16	318	4632
98635	16	318	4868
98636	16	318	4878
98637	16	318	5134
98638	16	318	6458
98639	175	315	104
98640	175	315	163
98641	175	315	191
98642	175	315	468
98643	175	315	696
98644	175	315	936
98645	175	315	969
98646	175	315	1256
98647	175	315	1308
98648	175	315	1621
98649	175	315	1656
98650	175	315	1753
98651	175	315	1988
98652	175	315	2075
98653	175	315	2832
98654	175	315	3591
98655	175	315	3649
98656	175	315	4240
98657	175	315	4488
98658	175	315	4522
98659	175	315	4616
98660	175	315	4891
98661	175	315	5164
98662	175	315	5833
98663	175	315	6048
98664	175	315	6085
98665	175	315	6170
98666	26	211	28
98667	26	211	342
98668	26	211	552
98669	26	211	697
98670	26	211	1137
98671	26	211	1264
98672	26	211	1529
98673	26	211	1538
98674	26	211	2009
98675	26	211	2376
98676	26	211	2529
98677	26	211	2545
98678	26	211	2772
98679	26	211	2893
98680	26	211	2916
98681	26	211	2991
98682	26	211	3148
98683	26	211	3510
98684	26	211	3529
98685	26	211	3590
98686	26	211	3616
98687	26	211	3821
98688	26	211	4427
98689	26	211	4817
98690	26	211	5654
98691	26	211	5912
98692	26	211	6107
98693	26	211	6120
98694	26	211	6670
98695	26	211	6687
98696	26	211	7022
98697	26	211	7327
98698	316	325	344
98699	316	325	570
98700	316	325	589
98701	316	325	723
98702	316	325	1228
98703	316	325	1253
98704	316	325	1256
98705	316	325	1318
98706	316	325	1583
98707	316	325	1636
98708	316	325	1742
98709	316	325	2907
98710	316	325	3105
98711	316	325	3296
98712	316	325	3627
98713	316	325	3629
98714	316	325	3786
98715	316	325	4291
98716	316	325	4297
98717	316	325	4438
98718	316	325	4499
98719	316	325	4735
98720	316	325	4878
98721	316	325	4902
98722	316	325	5092
98723	316	325	5281
98724	316	325	5323
98725	316	325	5361
98726	316	325	5957
98727	316	325	5969
98728	316	325	6038
98729	316	325	6148
98730	316	325	6249
98731	316	325	6375
98732	316	325	6487
98733	306	325	384
98734	306	325	684
98735	306	325	865
98736	306	325	943
98737	306	325	1280
98738	306	325	1505
98739	306	325	1565
98740	306	325	1621
98741	306	325	1663
98742	306	325	1730
98743	306	325	1847
98744	306	325	1867
98745	306	325	1914
98746	306	325	2733
98747	306	325	2994
98748	306	325	3045
98749	306	325	3046
98750	306	325	3099
98751	306	325	3218
98752	306	325	3237
98753	306	325	3680
98754	306	325	4260
98755	306	325	4390
98756	306	325	4479
98757	306	325	4637
98758	306	325	4690
98759	306	325	4889
98760	306	325	5256
98761	306	325	5703
98762	306	325	6054
98763	306	325	6322
98764	306	325	6327
98765	306	325	6846
98766	306	325	7193
98767	64	265	171
98768	64	265	256
98769	64	265	466
98770	64	265	773
98771	64	265	902
98772	64	265	1000
98773	64	265	1119
98774	64	265	1299
98775	64	265	1566
98776	64	265	2011
98777	64	265	2470
98778	64	265	2514
98779	64	265	2927
98780	64	265	2963
98781	64	265	3063
98782	64	265	3091
98783	64	265	3395
98784	64	265	3491
98785	64	265	3593
98786	64	265	3633
98787	64	265	4011
98788	64	265	4151
98789	64	265	4634
98790	64	265	4714
98791	64	265	4914
98792	64	265	4998
98793	64	265	5139
98794	64	265	5278
98795	64	265	5326
98796	64	265	6162
98797	64	265	6377
98798	64	265	6387
98799	64	265	6435
98800	64	265	6516
98801	64	265	6751
98802	64	265	6808
98803	306	321	135
98804	306	321	420
98805	306	321	525
98806	306	321	584
98807	306	321	1262
98808	306	321	1262
98809	306	321	1483
98810	306	321	1537
98811	306	321	1558
98812	306	321	1652
98813	306	321	1798
98814	306	321	2130
98815	306	321	2172
98816	306	321	2262
98817	306	321	2331
98818	306	321	3143
98819	306	321	3692
98820	306	321	3832
98821	306	321	3897
98822	306	321	4142
98823	306	321	4216
98824	306	321	4457
98825	306	321	5055
98826	306	321	5331
98827	306	321	5522
98828	306	321	5557
98829	306	321	5618
98830	306	321	5656
98831	306	321	5815
98832	306	321	6116
98833	306	321	6309
98834	306	321	6333
98835	306	321	6409
98836	306	321	6709
98837	306	321	6760
98838	316	321	6
98839	316	321	208
98840	316	321	290
98841	316	321	308
98842	316	321	377
98843	316	321	394
98844	316	321	589
98845	316	321	759
98846	316	321	1248
98847	316	321	1321
98848	316	321	1367
98849	316	321	1390
98850	316	321	1525
98851	316	321	1636
98852	316	321	2269
98853	316	321	2386
98854	316	321	2389
98855	316	321	2466
98856	316	321	2491
98857	316	321	2541
98858	316	321	2970
98859	316	321	3012
98860	316	321	3142
98861	316	321	3726
98862	316	321	4048
98863	316	321	4266
98864	316	321	4361
98865	316	321	4540
98866	316	321	4898
98867	316	321	5463
98868	316	321	5810
98869	316	321	5862
98870	316	321	5930
98871	316	321	6601
98872	316	321	7070
98873	316	321	7228
98874	307	321	17
98875	307	321	269
98876	307	321	710
98877	307	321	924
98878	307	321	1203
98879	307	321	1713
98880	307	321	1786
98881	307	321	2033
98882	307	321	2207
98883	307	321	2240
98884	307	321	2529
98885	307	321	2551
98886	307	321	2878
98887	307	321	3639
98888	307	321	4247
98889	307	321	4889
98890	307	321	5507
98891	307	321	5624
98892	307	321	5935
98893	307	321	5994
98894	307	321	6071
98895	307	321	6224
98896	307	321	6565
98897	291	306	81
98898	291	306	363
98899	291	306	399
98900	291	306	402
98901	291	306	621
98902	291	306	758
98903	291	306	764
98904	291	306	772
98905	291	306	880
98906	291	306	1287
98907	291	306	1301
98908	291	306	1561
98909	291	306	1996
98910	291	306	2198
98911	291	306	2426
98912	291	306	2568
98913	291	306	2823
98914	291	306	2912
98915	291	306	3064
98916	291	306	3200
98917	291	306	3418
98918	291	306	3581
98919	291	306	3711
98920	291	306	4080
98921	291	306	4343
98922	291	306	4357
98923	291	306	4573
98924	291	306	4811
98925	291	306	5322
98926	291	306	5782
98927	291	306	5941
98928	291	306	5949
98929	291	306	6111
98930	291	306	6147
98931	291	306	6291
98932	291	306	6425
98933	291	306	6486
98934	291	306	6620
98935	102	241	132
98936	102	241	182
98937	102	241	837
98938	102	241	905
98939	102	241	906
98940	102	241	935
98941	102	241	1010
98942	102	241	1024
98943	102	241	1036
98944	102	241	1067
98945	102	241	1140
98946	102	241	1290
98947	102	241	1367
98948	102	241	1551
98949	102	241	1588
98950	102	241	2024
98951	102	241	2067
98952	102	241	2253
98953	102	241	2406
98954	102	241	2726
98955	102	241	2726
98956	102	241	2758
98957	102	241	3458
98958	102	241	3535
98959	102	241	4397
98960	102	241	4496
98961	102	241	4529
98962	102	241	4584
98963	102	241	4834
98964	102	241	4884
98965	102	241	5274
98966	102	241	5717
98967	102	241	5772
98968	102	241	5937
98969	102	241	6201
98970	102	241	6331
98971	102	241	6362
98972	102	241	6498
98973	102	241	7308
98974	39	321	142
98975	39	321	337
98976	39	321	391
98977	39	321	392
98978	39	321	577
98979	39	321	753
98980	39	321	786
98981	39	321	793
98982	39	321	868
98983	39	321	1084
98984	39	321	1300
98985	39	321	1985
98986	39	321	2187
98987	39	321	2383
98988	39	321	3267
98989	39	321	3395
98990	39	321	3415
98991	39	321	3490
98992	39	321	3956
98993	39	321	4164
98994	39	321	4496
98995	39	321	4514
98996	39	321	4536
98997	39	321	4632
98998	39	321	4921
98999	39	321	5261
99000	39	321	5385
99001	39	321	6166
99002	39	321	6232
99003	39	321	6245
99004	39	321	6347
