	i	j	t
93559	80	93	6515
93560	37	132	3173
93561	40	47	3051
93562	60	91	613
93563	91	267	2918
93564	127	264	5220
93565	97	270	3546
93566	44	46	7018
93567	60	267	3334
93568	104	201	4234
93569	2	53	5654
93570	2	264	589
93571	50	193	4262
93572	46	50	684
93573	140	275	4923
93574	239	268	3454
93575	199	240	5240
93576	97	270	5069
93577	177	272	4207
93578	305	324	1530
93579	127	264	775
93580	90	192	3355
93581	46	193	5364
93582	321	325	4445
93583	44	46	714
93584	147	216	975
93585	15	210	4515
93586	60	91	1353
93587	60	267	2448
93588	91	276	4824
93589	77	276	2667
93590	99	231	1653
93591	305	313	1424
93592	305	315	4797
93593	4	289	2410
93594	121	203	4211
93595	159	171	1848
93596	77	267	4098
93597	133	284	2773
93598	230	256	4890
93599	8	249	6124
93600	37	91	5143
93601	37	132	1435
93602	40	47	3117
93603	91	267	585
93604	80	93	4576
93605	104	201	2920
93606	2	86	7038
93607	140	275	3623
93608	147	216	2396
93609	199	240	3658
93610	239	268	1548
93611	91	109	2794
93612	8	249	7198
93613	305	324	2277
93614	90	192	5851
93615	230	256	1919
93616	321	325	4525
93617	15	210	405
93618	60	276	4270
93619	267	276	1245
93620	179	276	1657
93621	77	276	6459
93622	72	208	6297
93623	142	278	4662
93624	99	231	5939
93625	121	203	1088
93626	93	249	1358
93627	32	70	6696
93628	77	179	3028
93629	77	267	477
93630	133	284	1657
93631	127	264	2460
93632	37	91	1455
93633	37	132	2897
93634	37	43	392
93635	40	47	5501
93636	43	91	4208
93637	21	263	2996
93638	60	267	2903
93639	104	201	304
93640	2	53	1192
93641	2	264	6428
93642	140	275	2567
93643	239	268	1302
93644	199	240	2904
93645	91	109	920
93646	53	264	6168
93647	8	249	768
93648	8	144	153
93649	305	324	3818
93650	10	149	130
93651	90	192	1103
93652	46	193	5191
93653	321	325	2827
93654	305	325	1389
93655	14	260	7090
93656	147	216	2565
93657	91	276	6371
93658	179	276	2566
93659	77	276	3266
93660	267	276	2717
93661	99	231	6339
93662	305	313	1381
93663	121	203	270
93664	93	249	4168
93665	168	283	3482
93666	60	77	654
93667	77	179	2628
93668	127	264	1414
93669	44	46	6064
93670	230	256	4453
93671	37	91	607
93672	37	132	1359
93673	37	43	332
93674	47	173	5592
93675	40	47	1321
93676	43	91	4151
93677	80	93	900
93678	15	210	1108
93679	60	267	471
93680	104	201	667
93681	140	275	4812
93682	147	216	227
93683	199	240	6509
93684	97	270	5555
93685	305	324	4743
93686	230	256	2105
93687	321	325	2755
93688	14	260	1531
93689	15	210	1428
93690	60	267	948
93691	179	276	6682
93692	77	276	678
93693	267	276	1892
93694	121	203	4679
93695	77	179	4273
93696	77	267	4706
93697	133	284	4342
93698	127	264	6816
93699	8	249	703
93700	37	91	1295
93701	37	208	1336
93702	37	132	2645
93703	37	43	3759
93704	47	173	3033
93705	99	231	4536
93706	40	47	3205
93707	91	208	2046
93708	43	91	4491
93709	43	208	1408
93710	44	46	7090
93711	104	201	3619
93712	140	275	409
93713	239	268	581
93714	199	240	6065
93715	97	270	1633
93716	305	324	6043
93717	98	105	4008
93718	90	192	6586
93719	321	325	4542
93720	305	325	6339
93721	15	210	2395
93722	60	267	7088
93723	179	276	6042
93724	267	276	5138
93725	91	208	4543
93726	43	208	1632
93727	37	208	1344
93728	147	216	4369
93729	121	203	3453
93730	305	313	2024
93731	293	294	4047
93732	159	171	3378
93733	77	267	6025
93734	77	179	5134
93735	44	46	327
93736	8	249	1184
93737	37	91	6154
93738	37	43	60
93739	99	231	1404
93740	40	47	4950
93741	43	91	389
93742	8	93	5765
93743	104	201	213
93744	2	86	5286
93745	140	275	6338
93746	239	268	1969
93747	199	240	2375
93748	8	249	4482
93749	98	105	4889
93750	321	325	4515
93751	14	260	574
93752	15	210	6997
93753	60	267	2147
93754	179	276	2901
93755	77	276	1480
93756	267	276	6134
93757	255	278	5386
93758	147	216	6245
93759	121	203	1182
93760	293	294	1470
93761	159	171	1312
93762	168	283	5283
93763	77	267	5268
93764	44	46	4550
93765	37	91	2819
93766	37	208	1650
93767	37	43	6434
93768	40	47	2370
93769	91	132	4300
93770	91	208	3165
93771	43	91	5871
93772	104	201	4499
93773	140	275	522
93774	147	216	2609
93775	199	240	4490
93776	239	268	4305
93777	179	276	6281
93778	77	179	5791
93779	305	324	5152
93780	98	105	5602
93781	321	325	2926
93782	305	325	3660
93783	14	260	314
93784	60	276	522
93785	267	276	6415
93786	121	203	7183
93787	293	294	4900
93788	72	91	4653
93789	77	267	560
93790	133	284	780
93791	8	249	7181
93792	37	91	6894
93793	37	132	812
93794	37	43	2911
93795	43	132	4508
93796	40	47	2343
93797	91	208	3625
93798	43	91	4899
93799	44	46	2789
93800	60	267	1796
93801	104	201	1910
93802	2	86	772
93803	50	193	762
93804	140	275	2659
93805	239	268	4905
93806	199	240	171
93807	37	240	1090
93808	43	109	2386
93809	8	249	2015
93810	8	80	1048
93811	305	324	1059
93812	43	132	6134
93813	90	192	407
93814	321	325	4457
93815	14	260	5650
93816	15	210	6094
93817	179	276	1061
93818	77	276	6477
93819	267	276	684
93820	147	216	764
93821	121	203	6482
93822	77	267	1355
93823	77	179	2020
93824	133	284	997
93825	44	46	582
93826	37	43	4402
93827	301	322	679
93828	40	47	1647
93829	60	267	2515
93830	104	201	3533
93831	2	264	6093
93832	50	193	4204
93833	239	268	2912
93834	109	240	3712
93835	108	201	665
93836	8	249	2388
93837	8	80	5655
93838	64	250	4555
93839	305	324	5605
93840	37	132	4891
93841	90	192	2109
93842	44	193	3063
93843	305	325	6445
93844	14	260	449
93845	15	210	441
93846	60	276	872
93847	60	267	5243
93848	179	276	5623
93849	77	276	5290
93850	267	276	6486
93851	43	91	4666
93852	43	208	3432
93853	43	72	6690
93854	37	43	2063
93855	121	203	5996
93856	305	313	4672
93857	293	294	97
93858	123	281	4825
93859	72	91	313
93860	37	72	895
93861	133	284	3902
93862	32	70	2836
93863	44	46	6212
93864	37	91	4005
93865	99	231	1669
93866	301	322	4461
93867	40	47	475
93868	127	264	3474
93869	2	264	3868
93870	239	268	4552
93871	108	201	3096
93872	179	276	615
93873	305	324	2981
93874	116	200	3643
93875	169	230	2876
93876	305	325	3411
93877	14	129	3820
93878	14	260	6103
93879	15	210	5779
93880	60	276	1315
93881	77	276	2640
93882	305	313	843
93883	121	203	5936
93884	8	249	5296
93885	293	294	3537
93886	123	281	4762
93887	72	91	830
93888	72	208	2975
93889	43	72	4783
93890	37	72	163
93891	74	175	2566
93892	133	284	4764
93893	127	264	1311
93894	129	260	105
93895	44	46	2900
93896	37	91	2199
93897	37	43	366
93898	301	322	4544
93899	40	47	6268
93900	43	91	2627
93901	43	208	714
93902	2	264	6242
93903	313	314	6664
93904	239	268	4352
93905	108	201	2697
93906	142	278	5130
93907	60	179	46
93908	179	276	2672
93909	115	172	3275
93910	50	193	6311
93911	305	324	1257
93912	305	325	6689
93913	15	210	6580
93914	60	276	1185
93915	77	276	555
93916	98	105	3387
93917	121	203	1541
93918	8	249	311
93919	293	306	1841
93920	293	294	4146
93921	43	91	3817
93922	43	208	2447
93923	43	72	4280
93924	37	43	6311
93925	72	91	3485
93926	72	208	1452
93927	37	72	5029
93928	133	284	5861
93929	127	264	3013
93930	32	70	2727
93931	129	260	5938
93932	44	46	3540
93933	37	91	4452
93934	88	178	5507
93935	40	47	542
93936	91	208	3739
93937	104	201	3405
93938	2	264	3080
93939	50	109	971
93940	50	193	711
93941	140	275	6138
93942	147	216	4387
93943	239	268	2267
93944	108	201	1655
93945	60	179	6066
93946	179	276	6514
93947	77	179	3631
93948	34	245	961
93949	305	324	5077
93950	98	105	3591
93951	15	210	2984
93952	60	276	372
93953	77	276	4301
93954	121	203	1344
93955	305	313	499
93956	8	249	2139
93957	293	294	1526
93958	43	91	1805
93959	43	72	5673
93960	37	43	6334
93961	72	91	2755
93962	37	72	4313
93963	74	175	1972
93964	44	46	5716
93965	133	284	518
93966	127	264	4535
93967	32	70	5308
93968	37	91	5880
93969	99	231	1778
93970	88	178	7315
93971	91	208	6906
93972	2	264	2341
93973	46	50	2988
93974	140	275	4514
93975	147	216	4287
93976	199	240	3042
93977	27	240	1828
93978	241	263	2669
93979	21	241	908
93980	108	201	1378
93981	255	278	4532
93982	109	193	3085
93983	109	263	2395
93984	138	152	3259
93985	60	179	3089
93986	179	276	6512
93987	77	179	2878
93988	34	245	315
93989	72	91	687
93990	43	72	3813
93991	37	72	3983
93992	44	46	4527
93993	321	325	5992
93994	15	210	6736
93995	250	275	5605
93996	77	276	328
93997	98	105	6441
93998	121	203	596
93999	32	70	454
94000	133	284	6372
94001	127	264	1910
94002	8	249	915
94003	37	91	6130
94004	37	43	1187
94005	99	231	5463
94006	91	208	6573
94007	43	91	204
94008	104	201	7265
94009	2	264	2838
94010	46	50	2010
94011	140	275	4664
94012	239	268	5649
94013	108	201	4004
94014	109	263	2776
94015	210	220	2145
94016	101	111	2015
94017	8	249	931
94018	313	314	4160
94019	321	325	6919
94020	305	325	6231
94021	118	154	4495
94022	15	210	5921
94023	60	276	1076
94024	179	276	2668
94025	105	199	419
94026	98	105	5969
94027	121	203	2102
94028	293	294	2898
94029	43	91	1257
94030	43	72	3590
94031	37	43	104
94032	72	91	6397
94033	37	72	1336
94034	133	284	1505
94035	44	46	179
94036	230	256	1271
94037	37	91	4664
94038	91	208	1916
94039	32	70	5242
94040	186	212	6780
94041	104	201	6009
94042	50	109	2060
94043	140	275	5802
94044	239	268	3331
94045	109	240	3664
94046	108	201	3460
94047	212	219	3050
94048	101	111	5502
94049	97	270	2803
94050	34	245	2680
94051	305	324	5477
94052	321	325	1406
94053	15	210	3572
94054	60	276	4499
94055	179	276	938
94056	67	236	6514
94057	105	199	6157
94058	98	105	5030
94059	121	203	4528
94060	305	313	1168
94061	293	294	5884
94062	72	91	394
94063	43	72	3522
94064	37	72	1609
94065	77	179	46
94066	133	284	316
94067	230	256	2728
94068	8	249	3135
94069	37	91	230
94070	37	43	539
94071	88	178	859
94072	91	208	193
94073	43	91	6422
94074	53	264	1558
94075	60	179	570
94076	104	201	1047
94077	140	275	3252
94078	239	268	1462
94079	109	240	6480
94080	108	201	6996
94081	8	249	3501
94082	34	245	411
94083	305	324	763
94084	321	325	1169
94085	118	154	3389
94086	15	210	66
94087	60	276	1757
94088	60	77	4310
94089	60	179	590
94090	77	276	6372
94091	179	276	1998
94092	22	67	2645
94093	105	199	2349
94094	98	105	6861
94095	121	203	5603
94096	293	294	1767
94097	23	203	6636
94098	32	70	473
94099	43	91	51
94100	43	72	2724
94101	37	43	4711
94102	72	91	6935
94103	72	208	4361
94104	37	72	4334
94105	305	313	6690
94106	77	179	484
94107	133	284	4017
94108	44	46	5073
94109	230	256	5565
94110	86	184	2020
94111	37	91	903
94112	99	231	1156
94113	91	208	6583
94114	104	201	733
94115	50	158	1700
94116	140	275	1259
94117	239	268	3398
94118	109	240	1783
94119	108	201	1713
94120	101	111	6361
94121	60	179	6205
94122	179	276	5454
94123	77	179	1256
94124	34	245	6553
94125	161	204	2939
94126	305	324	5807
94127	321	325	2405
94128	305	325	3538
94129	15	210	2446
94130	60	276	4887
94131	77	276	2619
94132	121	203	4892
94133	305	313	2595
94134	23	203	4166
94135	32	70	1634
94136	37	72	6838
94137	43	72	4542
94138	60	77	4643
94139	133	284	6503
94140	44	46	4848
94141	8	249	6099
94142	86	184	6379
94143	37	43	1034
94144	88	178	2001
94145	104	201	3099
94146	140	275	6081
94147	147	216	6491
94148	109	240	3742
94149	239	268	5361
94150	108	201	1016
94151	101	111	280
94152	8	249	4051
94153	34	245	2683
94154	250	275	4586
94155	305	324	1178
94156	98	105	1138
94157	321	325	4417
94158	15	210	3069
94159	60	276	4803
94160	77	276	1270
94161	179	276	1386
94162	91	208	3186
94163	43	208	1294
94164	121	203	4525
94165	305	313	6068
94166	23	203	595
94167	72	91	589
94168	43	72	1803
94169	37	72	7089
94170	60	77	8
94171	77	179	5505
94172	133	284	6261
94173	80	93	6136
94174	129	260	1679
94175	86	184	1255
94176	37	91	6666
94177	37	43	6090
94178	43	91	6238
94179	127	264	3159
94180	104	201	3458
94181	2	53	2563
94182	313	314	1747
94183	98	105	5166
94184	109	240	5809
94185	239	268	4002
94186	108	201	6150
94187	8	249	2125
94188	8	144	1833
94189	305	324	132
94190	321	325	6512
94191	15	210	709
94192	60	276	2671
94193	77	276	5124
94194	179	276	3529
94195	147	216	1264
94196	121	203	2333
94197	305	313	6492
94198	32	70	4829
94199	43	72	3672
94200	37	72	772
94201	101	111	5021
94202	77	179	5859
94203	133	284	3887
94204	86	184	2285
94205	80	93	1141
94206	230	256	2592
94207	93	249	6061
94208	37	43	1276
94209	127	264	6133
94210	97	270	1062
94211	104	201	3508
94212	147	216	4345
94213	109	240	4586
94214	239	268	176
94215	108	201	6395
94216	46	109	3424
94217	44	109	2128
94218	101	111	2618
94219	8	249	5666
94220	8	144	1466
94221	305	324	1032
94222	90	192	1169
94223	321	325	5463
94224	305	325	1267
94225	15	210	1459
94226	60	276	406
94227	60	77	6054
94228	60	179	4366
94229	179	276	2745
94230	91	208	2110
94231	43	208	6839
94232	305	313	202
94233	121	203	87
94234	159	171	1457
94235	72	91	5483
94236	37	72	920
94237	43	72	1055
94238	77	179	1225
94239	133	284	1899
94240	80	93	658
94241	93	249	5245
94242	86	184	3308
94243	37	91	6661
94244	37	43	1995
94245	43	91	1570
94246	104	201	2665
94247	313	314	4545
94248	140	275	5441
94249	147	216	56
94250	239	268	6149
94251	108	201	5294
94252	6	8	917
94253	97	270	4805
94254	10	143	4504
94255	305	324	3805
94256	8	144	6572
94257	321	325	983
94258	305	325	6357
94259	118	154	6138
94260	15	210	4840
94261	299	304	6228
94262	98	105	1532
94263	72	91	2775
94264	34	162	779
94265	133	284	190
94266	80	93	1822
94267	8	249	4735
94268	301	322	3129
94269	186	212	3508
94270	104	201	5520
94271	313	314	369
94272	140	275	6285
94273	239	268	1268
94274	46	218	1258
94275	212	219	2755
94276	101	111	6385
94277	97	270	4223
94278	305	324	5311
94279	321	325	5765
94280	305	325	3461
94281	14	260	1278
94282	147	216	3998
94283	15	210	54
94284	299	304	4527
94285	105	263	452
94286	98	105	1130
94287	133	284	3614
94288	108	201	3245
94289	8	249	6689
94290	37	91	2080
94291	99	231	4380
94292	91	208	6041
94293	104	201	6718
94294	44	50	2719
94295	140	275	27
94296	239	268	3290
94297	108	201	2088
94298	101	111	2889
94299	8	249	1038
94300	313	314	4019
94301	305	324	1644
94302	90	192	1857
94303	321	325	6092
94304	15	210	1673
94305	91	276	3507
94306	37	276	1009
94307	299	304	1824
94308	99	231	6585
94309	147	216	473
94310	25	43	2237
94311	161	204	7123
94312	27	158	1267
94313	37	73	2773
94314	133	284	3255
94315	127	264	5249
94316	37	91	133
94317	37	39	6332
94318	39	91	6428
94319	301	322	4287
94320	43	60	3147
94321	104	201	387
94322	321	325	4205
94323	44	50	118
94324	140	275	2556
94325	105	263	1349
94326	98	105	3971
94327	239	268	5518
94328	97	270	2742
94329	115	172	4019
94330	305	324	4507
94331	43	132	1619
94332	90	192	1806
94333	305	325	6051
94334	14	260	2142
94335	15	210	4496
94336	60	267	5554
94337	91	276	303
94338	299	304	1712
94339	147	216	6228
94340	8	249	2797
94341	23	90	4801
94342	72	129	5142
94343	43	72	4024
94344	73	208	1341
94345	37	73	3755
94346	133	284	5699
94347	127	264	2928
94348	34	88	4543
94349	37	91	1275
94350	37	39	6601
94351	39	91	2073
94352	301	322	5638
94353	43	179	2064
94354	104	201	2163
94355	44	50	906
94356	140	275	6023
94357	239	268	6692
94358	193	218	543
94359	46	218	1304
94360	8	249	3207
94361	10	143	6982
94362	72	129	4615
94363	72	132	348
94364	43	72	3666
94365	14	72	2770
94366	305	324	1919
94367	90	192	4749
94368	321	325	6262
94369	14	260	6733
94370	15	210	1806
94371	60	267	5392
94372	91	276	3224
94373	80	93	1291
94374	147	216	5819
94375	32	70	1493
94376	27	158	1696
94377	161	204	1352
94378	73	208	43
94379	37	73	323
94380	133	284	4295
94381	108	201	1113
94382	127	264	409
94383	313	314	5898
94384	37	91	81
94385	37	39	6122
94386	43	132	4036
94387	104	201	154
94388	140	275	2853
94389	147	216	3995
94390	239	268	4377
94391	46	218	3561
94392	315	321	2363
94393	8	249	2596
94394	161	204	4509
94395	305	324	3700
94396	98	105	1048
94397	72	132	6407
94398	43	132	3424
94399	90	192	215
94400	321	325	6051
94401	305	325	3997
94402	14	43	650
94403	14	260	2045
94404	15	210	1160
94405	91	276	144
94406	32	70	7244
94407	72	129	5477
94408	73	208	2918
94409	133	284	2863
94410	108	201	216
94411	37	91	5827
94412	301	322	4001
94413	60	267	2004
94414	104	201	3352
94415	140	275	1269
94416	141	172	3244
94417	147	216	1998
94418	158	240	2913
94419	46	218	4719
94420	8	249	1289
94421	161	204	801
94422	305	324	2926
94423	10	149	206
94424	90	192	5485
94425	108	201	829
94426	321	325	3051
94427	14	260	4618
94428	15	210	4519
94429	91	276	856
94430	67	236	480
94431	293	306	1574
94432	72	132	4307
94433	60	77	668
94434	133	284	817
94435	60	267	6214
94436	169	230	2172
94437	34	88	1852
94438	37	91	3406
94439	43	132	5762
94440	91	267	3892
94441	186	212	2310
94442	104	201	4871
94443	2	53	7253
94444	140	275	1789
94445	141	172	6131
94446	239	268	1042
94447	46	218	4543
94448	212	219	4219
94449	133	152	2802
94450	133	284	2244
94451	305	324	1575
94452	293	324	5
94453	90	192	5762
94454	14	260	1819
94455	15	210	2417
94456	60	267	5283
94457	60	179	5695
94458	91	276	1404
94459	80	93	4376
94460	147	216	2731
94461	293	306	3150
94462	8	249	2797
94463	32	70	1446
94464	161	204	3729
94465	35	123	2624
94466	73	208	1410
94467	77	267	4207
94468	108	201	657
94469	37	91	2211
94470	99	231	4241
94471	301	322	2686
94472	186	212	3609
94473	140	275	2517
94474	141	172	1273
94475	147	216	4306
94476	239	268	765
94477	108	201	5287
94478	8	249	666
94479	161	204	6702
94480	305	324	4312
94481	35	123	2304
94482	305	325	3007
94483	15	210	2545
94484	91	276	4542
94485	293	306	6839
94486	27	158	1798
94487	72	129	6617
94488	25	73	2650
94489	77	267	6437
94490	133	284	4562
94491	310	312	6165
94492	127	264	1095
94493	34	88	2866
94494	37	91	6111
94495	88	178	941
94496	40	47	6044
94497	80	93	4685
94498	60	267	4393
94499	104	201	1912
94500	140	275	2530
94501	4	289	588
94502	108	201	549
94503	8	249	5959
94504	10	143	46
94505	115	172	6715
94506	321	325	2727
94507	305	325	1196
94508	15	210	6156
94509	73	208	1987
94510	67	236	1669
94511	80	249	462
94512	293	294	3287
94513	72	129	949
94514	77	267	4377
94515	133	284	1662
94516	80	93	6125
94517	169	230	605
94518	37	91	5214
94519	88	178	801
94520	60	267	5337
94521	104	201	6990
94522	44	50	2889
94523	239	268	190
94524	6	93	6689
94525	6	8	4516
94526	8	249	2987
94527	115	172	6665
94528	161	204	5552
94529	305	324	474
94530	48	246	4372
94531	90	192	2711
94532	118	154	4560
94533	15	210	7100
94534	91	276	1840
94535	67	236	3298
94536	25	39	5067
94537	159	171	2384
94538	72	129	224
94539	27	158	4671
94540	77	267	4161
94541	133	284	5656
94542	80	93	2883
94543	169	230	4264
94544	203	265	1279
94545	37	91	1827
94546	88	178	4148
94547	104	201	3007
94548	2	264	1829
94549	6	93	1409
94550	7	156	3776
94551	133	284	4876
94552	161	204	4178
94553	305	324	6677
94554	80	144	1370
94555	321	325	1598
94556	15	210	6403
94557	60	179	2887
94558	91	276	6351
94559	8	249	6285
94560	72	129	4528
94561	80	93	6072
94562	169	230	1680
94563	37	91	6360
94564	88	178	3625
94565	136	186	4678
94566	104	201	4084
94567	4	289	1133
94568	108	201	6089
94569	6	93	478
94570	97	270	2101
94571	10	143	1775
94572	72	129	7200
94573	305	324	1477
94574	48	246	1237
94575	90	192	832
94576	305	325	5042
94577	118	154	4306
94578	15	210	5271
94579	60	179	6893
94580	60	267	1644
94581	8	249	3139
94582	27	158	925
94583	161	204	1553
94584	34	245	165
94585	80	93	1787
94586	169	230	2893
94587	203	265	4705
94588	37	91	4518
94589	88	178	4669
94590	104	201	6397
94591	2	264	6482
94592	140	275	4590
94593	108	201	4461
94594	6	93	4527
94595	6	8	5249
94596	8	249	217
94597	34	245	6241
94598	305	324	1285
94599	80	144	4829
94600	90	192	494
94601	321	325	6157
94602	305	325	6160
94603	118	154	4804
94604	15	210	3201
94605	60	179	5278
94606	32	70	2949
94607	72	129	1679
94608	35	123	2893
94609	310	312	1068
94610	80	93	2804
94611	169	230	50
94612	37	91	2019
94613	203	265	540
94614	88	178	6214
94615	104	201	1767
94616	105	263	2098
94617	46	218	1979
94618	6	93	6285
94619	6	8	980
94620	142	278	5993
94621	8	93	2885
94622	8	249	1666
94623	305	324	981
94624	90	192	930
94625	321	325	6677
94626	305	325	1986
94627	15	210	3895
94628	60	179	3983
94629	91	276	2795
94630	67	236	1593
94631	72	129	3224
94632	133	284	1351
94633	108	201	3896
94634	203	265	6254
94635	37	91	985
94636	99	231	5123
94637	88	178	3081
94638	186	212	3146
94639	104	201	3884
94640	140	275	3644
94641	46	218	1597
94642	6	93	332
94643	6	8	2883
94644	142	278	953
94645	97	270	1007
94646	305	324	1344
94647	90	192	957
94648	108	201	2925
94649	321	325	1095
94650	15	210	2735
94651	91	276	2829
94652	308	310	4532
94653	72	129	3982
94654	133	284	239
94655	80	93	764
94656	32	70	812
94657	310	312	6035
94658	212	219	2028
94659	8	249	5232
94660	203	265	5274
94661	37	91	1325
94662	99	231	4608
94663	88	178	990
94664	186	212	4165
94665	104	201	1044
94666	139	162	2844
94667	140	275	5620
94668	46	218	7002
94669	6	93	1287
94670	6	8	5864
94671	142	278	4016
94672	8	249	2557
94673	114	185	3296
94674	90	192	626
94675	108	201	4497
94676	321	325	1886
94677	15	210	4763
94678	91	276	5966
94679	308	310	4410
94680	72	129	6183
94681	133	284	6113
94682	127	264	992
94683	212	219	782
94684	37	91	777
94685	88	178	3166
94686	60	179	5847
94687	186	212	622
94688	104	201	1441
94689	139	162	6483
94690	140	275	3625
94691	141	172	2905
94692	46	218	1657
94693	6	93	4954
94694	142	278	3077
94695	53	264	6314
94696	60	179	344
94697	114	185	4293
94698	305	324	6706
94699	90	192	1034
94700	108	201	1339
94701	305	325	4228
94702	15	210	6164
94703	91	276	1304
94704	67	236	1806
94705	40	47	6959
94706	305	313	1549
94707	8	249	2521
94708	133	284	1057
94709	127	264	4296
94710	169	230	2908
94711	37	91	4193
94712	88	178	21
94713	104	201	1817
94714	44	50	5102
94715	140	275	2596
94716	193	218	1174
94717	46	218	4153
94718	6	249	2922
94719	6	93	6279
94720	142	278	1228
94721	8	249	2808
94722	3	207	6994
94723	305	324	5655
94724	72	129	3646
94725	90	192	6381
94726	321	325	5483
94727	305	325	6141
94728	15	210	1186
94729	91	276	3393
94730	120	180	540
94731	293	294	1838
94732	159	171	1639
94733	35	123	1574
94734	133	284	939
94735	80	93	3818
94736	313	314	4165
94737	32	70	6348
94738	36	45	905
94739	37	91	5824
94740	88	178	398
94741	40	47	2382
94742	127	264	3509
94743	104	201	6471
94744	140	275	6801
94745	147	216	1769
94746	46	218	6817
94747	6	93	2984
94748	142	278	3450
94749	8	249	4372
94750	114	185	5203
94751	305	324	4735
94752	10	143	6960
94753	90	192	2927
94754	91	276	6271
94755	37	91	938
94756	305	325	6132
94757	291	310	4303
94758	15	210	862
94759	120	180	2021
94760	88	178	1546
94761	72	132	4003
94762	133	284	2390
94763	127	264	4658
94764	202	210	2132
94765	203	265	6166
94766	40	47	5054
94767	80	93	2195
94768	104	201	6139
94769	140	275	2254
94770	6	93	1569
94771	142	278	6162
94772	8	249	7011
94773	114	185	4206
94774	305	324	5360
94775	10	143	6205
94776	91	276	1089
94777	37	91	6611
94778	305	325	2191
94779	15	210	126
94780	291	310	2262
94781	120	180	6242
94782	22	42	4904
94783	35	123	3635
94784	133	284	3157
94785	80	93	5440
94786	202	210	314
94787	203	265	4195
94788	40	47	1396
94789	186	212	6140
94790	104	201	6650
94791	140	275	2997
94792	96	215	2866
94793	158	240	470
94794	10	143	1440
94795	46	218	2865
94796	142	278	53
94797	8	249	1057
94798	114	185	4795
94799	305	324	1805
94800	120	180	1719
94801	108	201	1782
94802	321	325	5842
94803	305	325	3126
94804	15	210	1796
94805	91	276	4319
94806	291	310	6589
94807	293	294	217
94808	203	265	759
94809	127	264	1049
94810	88	178	1644
94811	40	47	2002
94812	80	93	4358
94813	104	201	1578
94814	2	264	6079
94815	313	314	952
94816	140	275	1637
94817	141	172	675
94818	46	218	1233
94819	142	278	3524
94820	8	249	2669
94821	114	185	1533
94822	305	324	2326
94823	10	143	1007
94824	96	215	5903
94825	120	180	2914
94826	321	325	3255
94827	118	154	4439
94828	15	210	6674
94829	91	276	4167
94830	291	310	5725
94831	293	294	2020
94832	123	281	782
94833	72	129	2525
94834	203	265	3571
94835	308	310	902
94836	310	312	3585
94837	127	264	6355
94838	37	91	6363
94839	88	178	998
94840	40	47	2013
94841	80	93	5093
94842	104	201	4363
94843	313	314	4686
94844	140	275	3208
94845	141	172	5505
94846	142	278	4218
94847	101	111	2886
94848	8	249	5629
94849	114	185	3012
94850	305	324	1804
94851	91	276	2903
94852	305	325	6763
94853	291	310	1110
94854	120	180	572
94855	293	294	1988
94856	308	310	1085
94857	310	312	1372
94858	127	264	3117
94859	203	265	7157
94860	40	47	2753
94861	53	264	3959
94862	104	201	4557
94863	313	314	65
94864	140	275	1011
94865	141	172	5619
94866	46	218	6443
94867	142	278	1140
94868	8	249	6478
94869	114	185	1012
94870	120	180	5095
94871	108	201	837
94872	91	276	7156
94873	80	93	7
94874	291	310	4982
94875	23	286	771
94876	32	70	2881
94877	43	132	5980
94878	72	132	4347
94879	35	123	2844
94880	133	284	1387
94881	127	264	2489
94882	169	230	6148
94883	203	265	6098
94884	37	91	2367
94885	310	312	1079
94886	40	47	1724
94887	308	310	4424
94888	104	201	5768
94889	2	53	1047
94890	2	264	14
94891	313	314	5602
94892	140	275	1718
94893	105	263	2408
94894	46	218	2872
94895	142	278	6222
94896	53	264	548
94897	8	249	5931
94898	15	210	5453
94899	291	310	2637
94900	293	294	1145
94901	35	123	3113
94902	133	284	451
94903	308	310	2113
94904	310	312	1644
94905	127	264	2375
94906	37	91	3001
94907	40	47	4592
94908	104	201	6325
94909	2	53	3100
94910	2	264	2151
94911	313	314	564
94912	140	275	3316
94913	96	215	1007
94914	105	263	6412
94915	17	107	2898
94916	53	264	4244
94917	4	289	1193
94918	97	270	4279
94919	35	123	4886
94920	90	192	4521
94921	120	180	4571
94922	15	210	656
94923	299	304	49
94924	239	268	4558
94925	93	249	2278
94926	8	249	6369
94927	293	294	910
94928	23	286	4507
94929	72	129	3006
94930	310	312	6117
94931	127	264	387
94932	230	256	5470
94933	37	91	4443
94934	43	132	4319
94935	104	201	700
94936	2	264	559
94937	140	275	4722
94938	46	218	3466
94939	6	93	5423
94940	7	156	172
94941	97	270	1651
94942	114	185	1411
94943	15	210	4732
94944	299	304	6379
94945	8	249	6352
94946	293	294	4488
94947	161	204	940
94948	168	283	4393
94949	133	284	2285
94950	108	201	2706
94951	127	264	6399
94952	33	200	3141
94953	37	91	1000
94954	88	178	4149
94955	104	201	6875
94956	2	53	1749
94957	140	275	1285
94958	108	201	1235
94959	8	249	1432
94960	114	185	161
94961	37	91	769
94962	15	210	4556
94963	120	180	6660
94964	72	129	4553
94965	72	132	4225
94966	133	284	3272
94967	80	93	2185
94968	169	230	3636
94969	43	132	4142
94970	40	47	4719
94971	127	264	4596
94972	104	201	6111
94973	2	53	3511
94974	140	275	1504
94975	105	263	3089
94976	108	201	6716
94977	53	264	1211
94978	8	249	5238
94979	114	185	3535
